code,title,release_date,runtime,estimated_budget,estimated_income,distributor_id
0049291,The Harder They Fall,1974-07-06,109,,1350000,175634
0076398,Operation Thunderbolt,1927-01-31,124,,,34052
0029694,Trouble in Texas,1949-05-05,63,,,14299444
0106544,Police Story film series,1967-04-17,743,,254796000,681979
0329717,Hollywood Homicide,1990-01-16,116,75000000,51142700,175634
0033969,Of Pups and Puzzles,1955-09-06,10,,,58819
1212439,The Reckoning: The Battle for the International Criminal Court,1990-08-12,96,,,23144944
0253848,Tubby the Tuba,1979-03-18,88,,,940527
0053825,Flaming Star,1979-02-11,92,1700000,2000000,170318
0066864,The Brotherhood of the Bell,1949-07-08,100,,,37653
0091706,Out of Bounds,1928-03-28,93,,5099320,175634
0084314,Mazes and Monsters,1947-04-09,100,,,37653
0067148,Godzilla vs. Hedorah,1993-12-06,85,250000,,30683
0031068,Back Door to Heaven,1938-02-13,85,,,22918
0470304,The Unusual Youth,1981-09-21,99,,,11164480
0079967,She's 19 and Ready,1998-02-12,89,,,8790194
0829432,"Me & You, Us, Forever",1950-07-26,104,,84093,24978480
0056424,Rome Adventure,1955-04-21,119,,,34052
0015312,Secrets,1992-03-03,108,,,10574
0047029,Romeo and Juliet,1931-03-15,138,,,312122
0227984,The 51st State,1971-02-01,92,27000000,14400000,352422
0455475,First Descent,1979-05-03,110,,,170326
0061787,Hour of the Gun,1935-02-13,100,1800000,2000000,58819
0076162,House,2015-06-02,88,,,30683
0064666,Me and My Kid Brother and Doggie,1974-09-06,86,,,19496592
0050377,Far til fire og onkel Sofus,2016-10-27,89,,,19496592
0120642,"A Cool, Dry Place",1985-06-05,97,,4390,170318
0095316,Homeboy,1923-06-08,115,,,996674
0046783,The Black Dakotas,1947-05-16,65,,,175634
0053841,From the Terrace,1971-01-12,149,3030000,5200000,170318
5045592,The Leisure Class,1954-04-08,90,3000000,,866593
1578116,Atithi Tum Kab Jaoge,1929-07-14,115,,,34052
0087130,Def-Con 4,1938-10-22,88,,,2065670
0316023,Inner Senses,1974-04-14,100,,3246310,704937
0048240,Half Human,2013-02-04,63,,,38819070
0031119,Boys' Reformatory,1955-05-23,62,,,1588593
0101482,Bloodmatch,1944-05-07,86,,,4765530
0079220,Going the Distance,1950-06-26,90,,,156732
1242544,Last Day of Summer,1952-01-25,105,,,7247830
0052302,Too Much Too Soon,1950-07-28,121,,,34052
0025601,One Night of Love,1969-05-03,83,,733150,175634
0033980,One Foot in Heaven,1943-09-05,108,,,34052
0141098,Forces of Nature,2014-09-30,105,75000000,93888200,33610795
0049014,The Black Tent,1929-12-15,93,,,312122
0113596,The Land Before Time III:,1993-08-29,71,,,5764023
0110978,The Next Generation,2015-03-09,87,600000,185898,175634
0083728,Chan Is Missing,1957-07-10,80,22000,,15674446
2261749,The Gilded Cage,1920-03-12,90,5,19243900,1012698
0039020,That Brennan Girl,1930-06-12,95,750000,,405370
1029285,The Errand of Angels,1938-04-02,91,160000,195184,1103833
0031067,Bachelor Mother,1999-07-02,82,509000,1975000,36437899
0001983,The Treasure of Pancho Villa,1954-01-17,92,,1150000,36437899
0040887,To the Ends of the Earth,1947-12-29,109,,1700000,175634
0046147,Operation Diplomat,1927-01-27,70,,,46351949
0029809,You're a Sweetheart,2000-11-06,96,,,170326
0091980,Soft and Hard,1922-12-25,52,,,6321
0044477,Captive Women,1928-02-01,64,,,36437899
0044100,Take Care of My Little Girl,1931-12-04,93,,1850000,170318
0073373,Terror of Mechagodzilla,1923-03-20,83,,,30683
0058260,Eskimo Artist: Kenojuak,1937-05-20,20,,,156732
0119250,Hana-bi,1949-01-18,103,2300000,,219948
2624704,Kaaviya Thalaivan,1990-11-30,150,,,49172955
0110200,Fist of Legend,1987-12-22,103,,30724300,704937
0297037,Brown Sugar,1984-07-07,109,8000000,28316500,414415
0441787,Rubber Johnny,1960-10-06,6,,,1083174
0298238,Quitting,2003-12-12,112,,,408358
0053853,The Human Vapor,1930-02-16,81,,,30683
0107447,Love and Human Remains,1949-09-06,100,,,408358
1397511,RiP!: A Remix Manifesto,1954-11-20,86,,,3443166
0078913,Buffet froid,1937-08-25,89,,,1064713
0096152,Spellbinder,1968-11-03,99,,657446,58819
0419984,Mr. Woodcock,2004-12-14,87,,33600000,408368
0093148,Harry and the Hendersons,1951-12-08,110,16000000,49998600,170326
0058523,Ride the Wild Surf,1971-09-01,101,,1400000,175634
0105839,Once Upon a Time in China film series,1956-07-14,657,,,11164480
0040744,Rogues' Regiment,1998-04-09,86,,,170326
0056262,The Music Man,1992-11-09,151,,15000000,34052
0027915,The Luckiest Girl in the World,1991-11-18,66,,,170326
0036672,The Bridge of San Luis Rey,1957-12-18,107,,,174319
0487456,Murderers,1955-01-01,101,,,24235279
0082671,Lola,1988-05-08,113,,,1692431
0075212,Shoot,1924-10-27,99,,,940527
0057259,The Long Ships,1949-04-03,126,16000000,1930000,175634
0120164,The Soong Sisters,1929-04-30,140,,,193225
0043998,The Scarf,2005-04-07,93,,,174319
0055608,Voyage to the Bottom of the Sea,1975-08-28,105,1580000,2300000,170318
0235154,Ruang Talok 69,1967-03-15,118,,,7288218
0139362,High Art,1936-12-04,101,,1929170,673079
0060397,Fantastic Voyage,1939-04-09,100,5100000,12000000,170318
0282003,Minsara Kanavu,1947-07-13,153,,,10485092
0115759,Broken Arrow,1926-07-31,110,55000000,150270000,170318
0101465,Black Robe,1946-06-14,101,11000000,8211950,1592896
0087727,Missing in Action,1931-12-23,101,1500000,22812400,58819
0051453,Carry On Sergeant,1937-11-17,84,,,4446974
0114952,Wings of Courage,1967-01-05,40,20000000,15054600,408358
0283465,Marilyn Hotchkiss' Ballroom Dancing and Charm School,1928-07-22,103,2500000,404870,1770756
0077699,House Calls,2013-08-31,98,6500000,29000000,170326
0031341,French Without Tears,1938-08-29,86,,,22918
0323551,Bad Boys,1977-05-30,126,,4778320,13289324
0030849,Tex Rides with the Boy Scouts,1971-08-21,66,,,14299444
0066390,Soldier Blue,1997-03-18,112,,,940527
0116320,Fled,1941-11-17,98,,17193200,58819
0111733,Without Consent,1926-07-07,88,,,62027
0032700,Let's Make Music,1997-02-16,84,,,36437899
0038383,The Bride Wore Boots,2010-05-29,85,,,22918
0089572,The Mean Season,1975-12-10,103,,4300000,218723
0046743,Bait,1945-07-16,79,,,175634
0058200,A Home of Your Own,2016-06-28,45,,,7363226
0488728,Brave Warrior,1938-06-15,73,,,175634
0145734,Playing by Heart,1964-08-20,121,14000000,3970080,74996
0075018,The Opening of Misty Beethoven,1969-07-22,86,,,21847684
0071474,ESPY,1955-07-18,94,,,30683
0029579,Slim,1951-05-26,85,,,34052
0073075,The Great Waldo Pepper,1976-12-27,107,5000000,20642900,170326
0049348,Hvad vil De ha'?,2005-07-21,79,,,19496592
1714893,Robinson in Ruins,1949-09-02,101,,,669687
0841108,Hannah Takes the Stairs,1952-11-20,83,,,1582604
0080997,The Kidnapping of the President,1947-02-19,114,,,18124572
0095722,Never on Tuesday,1982-08-28,90,,,4086922
29878,The Arizona Wildcat,1965-05-23,69,,,170318
0963794,The Ruins,2010-03-13,94,8000000,22375000,22918
0074452,The Eagle Has Landed,2007-04-26,123,6000000,,9910191
0044903,Million Dollar Mermaid,1990-10-09,115,2642000,4947000,58819
0105796,The Cat,1943-07-06,84,,2733590,704937
0259699,Ulagam Sutrum Valiban,2012-07-05,178,,,471623
0087746,Mortuary,2015-05-05,91,,4300000,3426052
0114279,Richard III,1927-11-06,104,,,174319
0101002,Return Engagement,2009-11-20,109,,11214700,20043946
0024736,Viktor und Viktoria,2016-08-11,100,,,736529
0047317,The Other Woman,1997-10-05,81,,,170318
0055916,The Dock Brief,1997-10-23,88,,,58819
0362129,Seeing Other People,1979-01-27,90,,87713,3576545
0109771,Farinelli,1953-09-01,111,8900000,11500000,408358
0405325,Sky High,1952-12-25,100,35000000,86400000,1475269
1201637,Lost Indulgence,1986-08-12,104,,,14684431
0037932,My Name Is Julia Ross,1946-06-02,65,,,175634
0124179,Two Girls and a Guy,2015-07-28,84,1000000,2057190,414415
1308653,The Mandrake Root,1965-02-07,75,,,22706009
0051017,Manuela,1959-12-30,87,,,22918
0025399,Limehouse Blues,1964-06-04,63,,,22918
0069389,All Nudity Shall Be Punished,1955-05-14,102,,,29443277
0037067,Men on Her Mind,1985-04-11,67,,,1668412
0020663,The Bad One,1982-06-28,70,,,174319
0106500,CB4,1961-08-29,89,,17953800,170326
1155056,"I Love You, Man",2002-02-15,105,40000000,91600000,33610795
0960721,Adventures of power,1937-10-05,89,2500000,,27018266
0491223,A Very Serious Person,1982-12-06,95,,,24190656
0058323,Man in the Middle,1992-12-18,94,,1000000,170318
0041352,"Federal Agents vs. Underworld, Inc.",2011-03-16,167,156120,,405370
0280491,Bloody Sunday,1993-01-14,105,,,6116365
0058153,Good Neighbor Sam,1955-09-20,130,,9072730,175634
0078335,Stunt Rock,2008-12-02,86,450000,54000,10000773
0293088,Devil's Playground,1988-11-13,77,,,175634
0349400,Elvis,1971-03-28,76,,,21780
0063827,The Young Runaways,1983-11-23,91,,,58819
0244244,Swordfish,1989-01-27,99,102000000,147000000,34052
0334405,Spellbound,1921-08-05,97,,,3573323
0015289,Romola,1959-12-31,120,,,58819
0091428,Legacy of Rage,1982-04-16,86,,,100381
0054038,The Lost World,1981-06-13,97,1515000,2500000,170318
0101876,The Final Sanction,1932-12-01,90,,,3178213
0244092,Needing You...,1957-08-10,101,,35214700,11164480
0119861,Pardes,1966-12-25,191,,,24811741
1193627,Immigrants,1951-07-04,77,,,34052
0105226,Red Rock West,2001-06-30,98,7000000,2502550,1475269
0098412,Sundown: The Vampire in Retreat,2005-11-20,104,2800000,,10953647
0389957,Edison,1953-03-01,97,25000000,4143410,5519576
0089560,Mask,1927-03-22,119,,48200000,170326
0456165,Salaam Namaste,1937-08-29,159,,,3400189
0158717,Lapin kullan kimallus,2001-10-23,120,,,3287998
0283160,Extreme Ops,2015-10-08,93,40000000,10959500,22918
0071850,Mixed Company,1955-03-18,109,,,174319
0430308,Get Rich or Die Tryin',1951-10-19,117,,46400000,22918
0079510,The Main Event,1941-06-01,112,8000000,42800000,34052
0087722,Mike's Murder,1926-01-13,109,,1059970,34052
0047605,Trader Tom of the China Seas,1941-11-07,167,172789,,405370
0420548,El perro,1922-02-21,97,,,9363692
0121352,Heena,1967-12-24,184,,,144611
0031532,The Kid from Texas,1991-02-19,71,,,58819
2419506,Kedi Billa Killadi Ranga,2011-03-28,132,,,30017151
0046435,Titanic,1923-05-03,98,1805000,2250000,21780
0107090,Hear No Evil,1941-11-08,97,,5679570,170318
0085204,BMX Bandits,1945-02-12,88,1000000,,31887472
0045594,Canadian Mounties vs Atomic Invaders,1945-05-14,167,172795,,405370
0119494,The Land Girls,2013-02-08,111,,,692891
0050749,The Naked Truth,2014-02-12,92,,,10725554
0190281,Britannic,2010-01-18,93,,,12633200
0453383,Naboer,1954-10-20,75,,1277770,3087502
0280477,Better Luck Tomorrow,1931-06-16,101,250000,3800000,22918
0108186,Son in Law,1946-01-05,95,20000000,36448400,1475269
0037746,God Is My Co-Pilot,1978-06-14,90,,,34052
0044426,Blackbeard the Pirate,1999-09-03,99,,1250000,36437899
0165837,Johnny on the Run,1983-10-31,68,,,166395
0099166,Book of Love,1952-06-01,82,2000000,1382260,408368
0120661,Everest,1959-04-16,45,,,10190875
0084274,Love and Money,1976-05-04,90,14009,,22918
0046066,Mesa of Lost Women,1955-10-24,70,,,29150797
0041283,Daybreak in Udi,1967-12-08,47,,,8194252
0055139,The Manster,1993-08-05,72,,,174319
2229842,Table No. 21,1922-10-01,108,,,6855995
0363290,Purple Butterfly,1985-11-11,127,,,4070386
0070672,The Seven-Ups,1928-02-02,103,2425000,4100000,170318
0120696,Hard Rain,1946-06-23,97,70000000,19870600,22918
0038108,The Spanish Main,1978-12-03,100,,,36437899
0046041,Mantrap,1973-11-03,73,,,181616
0120530,Once Upon a Time in China film series,1945-05-11,657,,,11164480
0023872,Captured!,1948-03-21,72,,,34052
22750,Deception,1999-09-25,67,,,175634
0082313,Eijanaika / Why Not?,2005-05-07,151,,,1933246
0090952,Peking Opera Blues,1922-10-14,104,,,20043946
0106579,"Clean, Shaven",2008-11-07,79,,,2419317
0443632,The Sentinel,1997-05-26,108,60000000,78084800,170318
0076636,Rollercoaster,1933-12-18,119,9000000,,170326
0065989,Little Fauss and Big Halsy,1949-02-03,99,,,22918
0245929,Devils on the Doorstep,1938-09-08,139,3900000,,14393104
0037829,Jealousy,1990-04-06,71,,,405370
0102614,Out for Justice,1926-08-03,91,14000000,39673200,34052
0097125,Criminal Law,2002-01-08,117,,9974450,5821573
0089847,The Protector,1967-02-22,91,,13917600,34052
70823,Trader Horn,1986-06-10,101,,180934,58819
0029467,"Ready, Willing, and Able",1988-08-24,93,,,34052
0099138,The Big Steal,1998-05-31,99,,2351630,31887472
0044202,The Well,2000-12-10,86,,,174319
0001369,Twilight for the Gods,1984-02-02,120,,,170326
0059145,The Eleanor Roosevelt Story,1956-11-25,90,,,1244261
0043389,Cattle Drive,1950-12-06,77,,,170326
1013743,Knight and Day,1991-09-10,110,125000000,261900000,170318
0405839,The Cole Nobody Knows,1933-05-29,21,,,8678137
0059065,Crack in the World,1956-01-05,96,875000,,22918
0356696,Homerun,1943-11-28,108,,,3942767
0104006,Consenting Adults,1993-11-23,95,18000000,21591800,1475269
0119906,Playing God,1956-08-19,94,12000000,4166920,1475269
0040287,Devil's Cargo,1926-05-07,64,,,17839419
0035755,Corregidor,1976-08-21,73,,,1668412
0120793,A Price Above Rubies,1972-12-30,117,,1081960,74996
0104558,Police Story film series,1922-08-11,743,,254796000,681979
0041178,The Big Steal,2008-10-29,71,,,36437899
0044663,The Girl in White,1961-02-28,92,1088000,1344000,58819
0095877,Platoon Leader,2007-09-29,97,,1348770,740359
0105165,Prelude to a Kiss,1923-11-29,105,,22697700,170318
0051603,Far til fire og ulveungerne,1976-10-27,93,,,19496592
0098394,Strapless,1955-03-31,100,,,74996
0890870,Saw IV,1977-07-20,92,10000000,139300000,6166498
0027222,The Winning Tickey,1925-05-27,70,,,58819
0106466,Born Yesterday,1986-08-01,100,,17952900,1475269
0032961,Quiet Wedding,1930-03-26,80,,,170326
0051501,Cry Terror!,1940-06-25,96,482000,1020000,58819
0029370,The Paneless Window Washer,1920-07-01,6,,,22918
0045917,Invaders from Mars,1986-11-10,77,290000,,170318
0120823,The Impostors,2011-08-08,101,,2198040,414415
0042061,The Younger Brothers,1929-06-14,78,,,34052
0064545,We Are All Demons,1988-05-19,98,,,1024421
0106339,Backbeat,1997-09-19,100,,2392590,170326
0072703,"Birds Do It, Bees Do It",1976-03-06,90,,,175634
0101898,Flirting,2015-11-27,99,,2400000,1592896
0040671,Open Secret,1972-07-31,69,,,2339219
0068278,The Bitter Tears of Petra von Kant,1994-11-07,124,,,15674446
0068744,Intimate Confessions Of A Chinese Courtesan,1973-07-31,86,,,192020
0027800,The Invisible Ray,2009-09-02,79,235000,,170326
0382868,Nasu: Summer in Andalusia,1927-11-05,47,,,313829
0038310,Those Who Make Tomorrow,1994-03-04,82,,,30683
0039308,Deep Valley,1967-06-14,104,,,34052
0063371,A Report on the Party and the Guests,1994-11-06,71,,,1803045
0127296,Splendor,1943-07-25,92,,45703,1592896
0356618,The Forgotten,1951-08-04,94,42000000,117593000,175634
0037206,Raiders of Ghost City,2007-04-17,225,,,170326
0021092,The Pay-Off,1951-04-18,65,,,36437899
0079581,A Scream from Silence,2003-10-10,96,,,156732
0199683,Kikujiro,1964-10-13,121,,,219948
0082754,Miracle on Ice,1957-02-10,150,,,1803045
0300471,Shanghai Knights,1940-08-21,114,50000000,88300000,1475269
0036757,Destiny,1954-11-09,65,,,170326
0063456,Pretty Poison,1992-03-31,89,1300000,,170318
0093416,The Lighthorsemen,1932-06-29,131,10489300,1617290,3087502
0212712,2046,1933-04-21,129,12000000,19470200,11805437
0107076,Hard Target,1960-02-02,97,19500000,74200000,170326
0287934,Big Shot's Funeral,1935-03-31,100,,,175634
0297808,Botë e padukshme,1934-11-06,88,,,9425715
0103285,Once Upon a Time in China film series,2004-04-22,657,,29672300,11164480
0765753,The Corpse Vanishes,2014-11-01,64,,,1588593
0073206,Black Magic,2015-06-06,93,,,192020
0415342,University Heights,1935-07-31,96,,,19130970
0083542,Alone in the Dark,1993-04-16,92,,,408368
0040353,Fighter Squadron,2002-01-17,96,,,34052
0109890,The Getaway,1964-03-08,115,,30000000,170326
0384929,The Dying Gaul,2012-01-14,105,,345041,2419317
0041169,Begone Dull Care,1975-12-08,8,,,156732
0119007,"East Palace, West Palace",1978-09-23,94,,,14393104
0007433,Teddy at the Throttle,1932-04-21,24,,,4423092
0040669,One Touch of Venus,1935-12-18,82,,,170326
0286788,What a Girl Wants,1998-04-06,105,25000000,50732100,34052
0017227,Old Loves and New,1941-07-31,80,,,10574
0022807,The Dentist,2006-03-31,22,,,22918
0475263,Everlasting Regret,1923-12-12,115,,,13199941
0235616,Neeraba Jhada,1974-02-20,120,,,2035106
0031397,Gulliver's Travels,1926-11-05,76,700000,,22918
29996,City Streets,1993-08-09,68,,,175634
0184526,Gorgeous,1983-06-24,121,,40545900,704937
0048119,The Girl in the Red Velvet Swing,1969-08-24,109,1700000,1300000,170318
0119338,Hurricane Streets,1972-06-20,86,,375634,174319
0113526,Karan Arjun,2015-05-03,169,,,6855995
0865438,El camino de San Diego,1990-07-27,98,,,9956862
0201484,Blowback,1975-02-02,91,,,2772473
0093715,Penn & Teller's Cruel Tricks for Dear Friends,1988-01-18,59,,,274812
0303353,The Kid Stays in the Picture,1978-09-16,93,,,408350
0038429,Crack-Up,1923-12-26,93,,,36437899
0038703,Lost City of the Jungle,1948-10-30,265,,,170326
0472186,The Strange Case of Dr. Jekyll and Mr. Hyde,2014-10-12,100,750000,,37962904
0174480,Autumn in New York,1941-07-09,103,65000000,90700000,58819
0238936,Devdas,1946-01-10,185,,,170326
0035691,Border Buckaroos,1965-10-02,60,,,1668412
0059106,Fanatic,1974-08-25,97,,,175634
0039496,Intrigue,1999-04-06,90,,,174319
0030933,The Beachcomber,1997-11-23,92,,,22918
0314353,Tears of the Sun,1996-09-04,142,100500000,86500000,175634
0048310,The Lone Ranger,1968-01-29,81,,1550000,34052
0082956,Puberty Blues,1977-05-18,87,800000,3918000,170318
0052948,Journey to the Center of the Earth,2015-04-26,132,3440000,10000000,170318
0181288,American Movie,1980-03-08,107,,1200000,408358
0045592,Call Me Madam,2006-01-08,114,2460000,2850000,170318
0051097,Top Secret Affair,2016-03-12,100,,,34052
0065065,A Talent for Loving,1984-03-16,110,,,22918
0028599,Back in Circulation,1954-03-28,81,,,34052
0100740,Tales from the Darkside: The Movie,1951-05-24,93,3500000,16324600,22918
0126627,Who the Hell is Juliette?,1996-12-13,91,,,1244261
0064387,Goyokin,1927-11-02,124,,,30683
0120873,U.S. Marshals,2013-11-10,131,,102367000,34052
0059724,Situation Hopeless... But Not Serious,1944-10-09,97,,,22918
0186253,Jesus' Son,1964-02-18,107,2500000,1302070,996674
0031511,Quick Millions,2008-10-23,62,,,170318
0047676,Wicked Woman,2012-10-08,77,,,174319
0026593,Ladies Crave Excitement,1945-11-12,73,,,9647427
0101879,The Finest Hour,1955-10-02,105,,,3559797
0104109,Dingo,1946-07-27,109,5000000,,31887472
0027387,Born to Dance,1922-08-27,106,,,58819
0102816,Center Stage,1949-03-03,146,,,704937
1046894,Black Widow,1969-06-18,89,2000000,,8242252
0121791,Target for Tonight,1932-03-14,48,,,34052
0063821,With Six You Get Eggroll,1961-10-13,95,,10095200,22918
0093765,The Possessed,1979-04-09,116,,,188844
0059774,Synanon,2004-01-11,105,,1000000,175634
0378793,Speak,1984-03-28,92,,,4063166
0328955,Chouchou,1959-01-09,105,,,34052
0052809,The Five Pennies,1949-07-08,117,,3000000,22918
1031969,The Rocker,1936-03-17,102,15000000,8800000,170318
0052706,Count Your Blessings,1992-05-02,102,2311000,1710000,58819
0192126,Honest,1966-04-13,105,,,1012698
1353033,Manjadikuru,1920-02-26,137,,,39848569
0118964,The Designated Mourner,2007-04-26,94,,63000,12062865
0079136,Fast Break,1995-04-27,107,,,175634
0088194,Streets of Fire,1935-01-23,93,14500000,8089290,170326
0398808,Bridge to Terabithia,1926-05-31,95,20,137600000,22918
0049200,Far til fire i byen,1944-06-13,95,,,19496592
0042033,The Walking Hills,1993-05-16,78,,,175634
0045669,Dangerous Crossing,1983-02-01,75,500000,,170318
0058580,Sex and the Single Girl,1949-02-08,110,,4000000,34052
0111512,Drunken Master II,1948-09-25,102,10000000,40971500,681979
0059743,Space Probe-Taurus,1938-01-16,81,,,203231
0095296,Hero and the Terror,1964-10-15,96,,5301200,740359
2465238,Lego Batman: The Movie –,1950-11-15,71,,,10186360
0028010,My Man Godfrey,1940-07-24,94,656000,684200,170326
0102517,Necessary Roughness,1952-11-17,108,,26300000,22918
0117276,Overnight Delivery,1931-06-23,87,10000000,,408368
0052005,No Time for Sergeants,1965-11-16,119,,7200000,34052
0056211,The Magic Sword,2014-10-17,80,,,174319
0095347,I'll Be Home for Christmas,1920-04-24,96,,,21780
0082761,Security Unlimited,1944-03-10,92,,17769000,704937
0112913,墮落天使,1982-03-12,90,,7476020,1244261
0028466,The Vigilantes Are Coming,1953-10-30,229,82616,,405370
0272362,Wu yen,1982-05-06,123,,27241300,11164480
0123951,Landmandsliv,1941-05-22,108,,,19496592
0036847,Gangsters of the Frontier,1966-02-28,56,,,1668412
0110300,The Great Valley Adventure,1993-04-30,73,,,5764023
0020447,St. Louis Blues,1990-11-09,16,,,36437899
0117250,The One That Got Away,1981-04-23,111,,,58089
0243931,Good Advice,1927-06-30,93,,,996674
0020673,Beau Ideal,1995-01-14,79,707000,575000,36437899
0028283,Song of the Gringo,1925-04-19,62,,,14299444
0218619,Soul Survivors,1974-08-03,84,17000000,4299140,706664
0068903,Malcolm X,1941-08-28,91,,,34052
0070506,Bread and Chocolate,2014-12-13,111,,,9910191
0043762,Lullaby of Broadway,1993-03-30,92,,2225000,34052
0041243,Chicago Deadline,1998-02-16,86,,,22918
0303270,The Evidence of the Film,1954-09-27,15,,,2832764
0081617,Terror Train,2004-11-30,97,4200000,8000000,170318
0043588,The Girl on the Bridge,1947-03-15,76,,,170318
51016,The Story of Mankind,1923-02-11,100,,,34052
0079176,French Postcards,1968-05-30,95,,,22918
0070107,Ginger in the Morning,1977-06-11,90,,,105410
0123097,H-2 Worker,1957-07-07,67,,,35277383
0478338,Zizek!,1993-08-09,71,,40331,420777
126388,Legionnaire,1998-12-25,99,20000000,,170318
0118308,Emma,1970-07-15,107,,,756067
0428212,All Souls Day,1939-11-15,88,,,11182197
0047449,Saskatchewan,1980-08-04,87,,2250000,170326
0095060,Dr. Alien,1995-09-04,90,,,5793438
0060879,"Who Are You, Polly Maggoo?",1934-09-06,102,,,312122
0085821,Last Night at the Alamo,1959-10-29,80,,,17202985
0046389,The System,1998-11-27,90,,,34052
0048250,A Kid For Two Farthings,1935-06-07,96,,,1476733
0010323,The Cabinet of Dr.  Caligari,1965-03-13,71,,,5037674
0007127,The Nick of Time Baby,1947-12-23,18,,,4423092
0079429,The Lady in Red,1954-09-05,93,400000,900000,2065670
0096171,Stealing Home,1940-07-11,98,14000000,7467500,34052
0036164,Miss V from Moscow,2002-05-27,73,,,1668412
0022326,The Royal Bed,1926-01-27,73,,,36437899
0448923,Pisaj,1951-11-08,110,,,6312372
0046784,Face the Music,1936-09-01,84,,,181616
0811136,Dixie Chicks: Shut Up and Sing,1928-01-12,93,,,1856234
0080539,City of Women,1966-10-27,149,,,14399654
0081459,Schizoid,1936-08-08,89,,,740359
0365393,Johnny Lingo,1988-10-09,26,,,5935
0026508,I Found Stella Parish,2013-08-02,85,,,34052
0064877,The Ravine,1998-12-02,97,,,58819
0051011,Stopover Tokyo,1965-03-13,100,1055000,1350000,170318
1280558,A Wednesday!,1931-11-18,103,,,23585669
0218379,Kippur,1979-04-09,123,,114283,1244261
0056016,Geronimo,1957-05-06,101,,,174319
0126215,Blake of Scotland Yard,1941-01-14,303,,,1827455
0050336,Dragoon Wells Massacre,1960-03-16,88,,,1588593
0117050,A Chef in Love,1978-10-10,100,,,408358
0057622,Under the Yum Yum Tree,1971-03-07,110,,5000000,175634
0134832,The Murder of Captain Fryatt,1952-08-02,44,,,10043842
0040178,Bodyguard,1935-07-25,62,,,36437899
0064664,Midas Run,1960-01-22,106,1100000,500000,23152008
0281724,Cinemania,1924-09-12,83,,,34413043
0139809,The Thirteenth Floor,1975-09-19,100,16000000,18564100,175634
0234174,Main Sunder Hoon,1989-10-20,147,,,10485092
0055850,"Chūshingura: Hana no Maki, Yuki no Maki",1987-01-15,207,,,30683
0043651,Home Town Story,1988-04-25,61,,334000,58819
0047034,Godzilla,1936-02-21,96,,,30683
0112444,My Teacher's Wife,1943-02-10,89,,,3551735
0037792,The House I Live In,1969-07-22,10,,,36437899
0046478,Ugetsu,1971-04-17,94,,,34216783
0116669,Jack,2012-06-17,113,45000000,58500000,1475269
0047551,En sømand går i land,1967-02-02,101,,,19496592
0021431,Such Is the Law,1980-02-04,88,,,46351949
0118694,In the Mood for Love,1963-09-25,98,,12855000,408350
0049700,Rythmetic,1990-08-01,9,,,156732
0034455,American Empire,2002-04-26,82,,,22918
0041594,Little Women,2000-08-22,121,2776000,5910000,58819
0120373,Trial and Error,2003-07-09,98,25000000,14598600,408368
0077728,In Praise of Older Women,1989-12-29,110,,,34052
0047348,Phantom of the Rue Morgue,1944-12-13,83,,1450000,34052
0033688,Hard Guy,1927-10-23,67,,,1668412
0180837,Bossa Nova,1993-07-26,95,,3165330,3087502
1305008,The Bill Collector,1959-11-27,97,,,25405639
0165859,Liberty Heights,1976-12-05,127,11000000,3736870,34052
0116295,Temptress Moon,1966-08-10,130,,,74996
0360639,"Hey, Stop Stabbing Me!",1959-05-21,90,,,2067278
0103961,Christmas in Connecticut,1966-11-09,102,,3000000,34052
0021217,One Romantic Night,1924-08-10,73,,,174319
0062043,A Man Vanishes,1989-01-20,130,,,469330
0034276,They Dare Not Love,1927-11-17,75,,,175634
0467697,Terry,1970-08-12,120,,,66732
0053832,Forelsket i København,1961-10-02,98,,,1024421
0003934,The Fatal Mallet,1979-03-20,18,,,730625
0077372,Corvette Summer,1983-04-27,104,9000000,,58819
0028628,Big City,1994-05-04,80,621000,1601000,58819
0485976,Rob-B-Hood,1957-11-14,121,16800000,20400000,13199941
0027882,Let's Sing Again,2013-10-11,70,,,36437899
0048239,Jupiter's Darling,1952-09-05,95,3337000,2520000,58819
0033777,Jungle Man,1954-08-10,63,,,1668412
0060903,Il ritorno di Ringo,2007-01-15,95,,,23875977
0052168,Screaming Mimi,2001-07-29,79,,,175634
0148421,Looking for an echo,1977-06-13,97,,,13274109
0813549,Fatal Contact,1953-03-03,110,,,11164480
0101373,At Play in the Fields of the Lord,1942-07-25,189,36000000,1342900,170326
0033740,I Wake Up Screaming,1992-02-09,82,,,170318
0028634,Bill Cracks Down,1924-05-31,61,,,405370
1617620,A Horrible Way to Die,1995-06-30,85,75000,,11182197
0054141,"Once More, with Feeling!",1996-12-02,92,,1500000,175634
0047580,Three Coins in the Fountain,1952-04-29,102,1700000,5000000,170318
0308129,Conspiracy of Silence,1981-06-16,90,3000000,2598,12504659
0073503,Brødrene på Uglegaarden,1936-04-21,100,,,19496592
0028956,The Green Cockatoo,1973-04-12,65,,,170318
0038968,Song of Arizona,1937-07-13,54,,,405370
0033530,The Devil Commands,2014-12-04,65,,,175634
0052957,Odd Obsession,2006-10-14,107,,,34216783
0420223,Stranger than Fiction,1939-07-07,113,30000000,53653200,175634
0054868,Far til fire med fuld musik,2012-03-01,95,,,19496592
0108649,Zero Patience,1927-02-03,95,,,2419317
